cgpa,iq_score,tenth_percentage,twelfth_percentage,graduation_percentage,internships,projects,technical_skills_score,communication_score,backlogs,certifications,work_experience_months,branch,placement_status,package_lpa
9.34,108,78.73,87.33,67.33,0,5,3.59,7.79,0,0,0,CE,Placed,5.9
5.86,106,75.64,73.59,72.84,1,2,3.35,9.3,0,1,0,CSE,Not Placed,
8.01,105,73.94,66.99,58.36,0,2,6.7,8.62,0,2,0,ME,Not Placed,
7.68,89,72.45,61.44,88.84,2,3,3.09,5.7,1,3,0,CSE,Placed,4.24
6.95,108,88.87,62.97,60.0,0,3,5.34,6.94,0,1,0,IT,Not Placed,
7.63,80,91.36,52.08,80.77,0,2,7.35,9.01,1,1,0,CE,Placed,5.42
7.18,94,89.55,73.36,79.68,3,2,5.61,9.5,1,1,0,IT,Placed,7.09
9.36,99,81.47,75.5,79.21,2,2,7.97,4.67,2,0,0,ME,Placed,9.72
7.5,105,93.71,54.81,72.74,0,1,7.95,6.98,1,1,2,ME,Placed,5.5
7.67,77,91.37,57.95,61.91,1,1,6.76,6.48,1,3,0,ME,Placed,6.12
5.65,101,65.98,69.92,64.39,0,4,10.0,5.84,0,1,0,CSE,Placed,6.73
6.38,103,76.05,61.87,73.38,2,2,5.67,6.42,2,1,0,ECE,Not Placed,
7.33,107,65.49,74.97,66.27,2,1,4.97,8.44,1,0,0,IT,Not Placed,
5.15,111,80.07,89.59,68.94,1,5,3.62,5.48,1,1,0,CSE,Not Placed,
7.19,108,70.25,75.82,72.36,1,4,6.41,4.37,0,1,0,IT,Placed,7.12
7.26,101,77.4,56.3,68.93,2,3,6.18,4.78,0,1,0,IT,Placed,7.98
7.6,92,85.26,56.61,70.05,2,0,4.06,9.32,1,1,0,IT,Placed,6.37
7.42,99,92.63,66.14,61.83,0,1,8.92,5.24,0,1,0,ECE,Not Placed,
7.72,76,66.99,77.05,74.57,1,3,5.99,4.58,0,2,0,IT,Not Placed,
7.43,116,72.94,80.28,76.06,1,3,4.24,6.37,4,2,0,ME,Not Placed,
5.62,75,77.76,72.98,78.12,1,3,4.65,9.64,0,0,1,ME,Not Placed,
6.96,104,72.59,71.76,79.14,0,1,7.9,8.04,0,1,1,ECE,Not Placed,
7.77,112,76.63,55.95,85.01,1,7,4.12,5.98,0,1,0,ME,Not Placed,
6.91,121,76.33,86.52,83.69,4,5,1.65,,1,1,0,ECE,Placed,4.89
7.55,112,80.9,85.6,75.64,2,7,5.68,7.78,0,2,0,ME,Placed,6.17
5.38,123,74.46,77.48,66.55,0,4,6.42,7.61,2,0,0,IT,Not Placed,
6.87,108,66.64,62.85,67.23,3,3,4.38,5.22,2,3,0,ECE,Not Placed,
6.97,96,76.71,43.81,60.0,1,4,7.0,4.15,1,2,2,CSE,Placed,3.69
6.86,76,86.0,79.6,65.02,2,3,7.0,8.97,0,0,0,CE,Placed,7.3
9.51,117,71.07,73.58,59.0,2,5,8.0,6.26,1,1,0,IT,Placed,8.42
4.42,108,85.16,66.57,67.29,1,1,7.27,6.48,0,2,0,CSE,Not Placed,
7.68,77,85.67,69.54,90.3,0,2,5.01,8.69,1,0,1,EE,Not Placed,
6.45,109,78.78,80.51,77.23,0,3,6.85,5.54,1,0,0,EE,Not Placed,
7.7,118,82.61,,71.13,0,5,9.91,8.29,0,1,0,IT,Placed,7.94
6.97,97,77.29,79.25,66.99,0,1,6.01,4.05,2,3,0,CSE,Not Placed,
7.21,128,69.68,60.34,78.8,0,1,6.63,10.0,0,1,0,IT,Placed,6.93
6.94,105,91.09,75.63,74.05,2,0,8.19,5.29,0,1,0,ME,Placed,7.58
5.95,97,80.74,67.45,71.11,0,2,4.26,9.27,1,2,0,ECE,Not Placed,
7.7,80,92.11,91.1,75.43,0,5,5.57,6.17,0,0,0,ME,Placed,7.79
6.91,84,93.44,85.81,87.79,3,1,6.48,5.32,1,1,0,EE,Placed,6.75
6.35,103,78.11,70.41,84.3,0,2,8.05,5.15,1,0,0,ME,Not Placed,
9.0,114,80.8,96.7,76.46,1,6,9.06,4.75,2,2,0,IT,Placed,9.05
7.57,128,88.32,57.8,72.23,1,3,4.75,7.93,2,1,0,ECE,Not Placed,
8.4,115,62.71,83.31,70.53,1,2,5.76,6.4,0,0,0,EE,Placed,5.78
9.54,105,59.43,68.0,72.01,1,1,5.01,7.13,0,1,0,ME,Placed,7.72
6.0,74,91.11,71.85,75.37,1,2,6.15,6.27,0,1,0,CSE,Not Placed,
6.12,96,53.74,82.87,69.33,2,3,3.0,6.48,0,0,0,CE,Not Placed,
7.46,112,69.96,68.39,60.64,0,3,4.42,5.5,0,1,0,ECE,Not Placed,
9.66,97,72.41,72.15,68.11,2,3,4.25,5.23,2,0,0,CSE,Placed,8.66
6.36,106,72.36,76.8,61.35,2,2,4.35,2.75,1,2,0,CSE,Not Placed,
6.42,83,72.69,76.73,76.29,1,2,6.29,6.44,0,3,0,IT,Placed,6.48
7.94,141,51.38,73.12,78.12,0,0,8.03,6.25,0,0,0,IT,Not Placed,
7.61,105,76.38,92.45,72.44,2,5,3.15,8.01,0,1,0,CE,Placed,5.73
7.51,92,76.87,82.93,74.97,2,0,10.0,6.23,0,0,0,CSE,Not Placed,
6.78,101,71.54,76.97,71.39,1,1,8.07,5.53,0,1,0,IT,Not Placed,
7.36,118,81.81,77.67,76.4,0,3,5.86,5.93,1,1,0,IT,Not Placed,
7.96,116,75.86,77.23,58.05,0,4,3.37,4.5,0,0,0,IT,Placed,6.17
7.13,99,51.94,70.81,72.41,5,3,7.27,7.58,0,0,0,CSE,Placed,8.06
5.75,95,71.84,64.27,62.93,2,0,3.62,6.08,1,1,0,IT,Not Placed,
8.18,95,93.56,64.73,68.3,0,3,7.98,7.93,2,0,0,CE,Placed,6.91
6.6,105,84.7,82.9,64.25,1,3,10.0,5.75,0,0,0,CSE,Placed,7.06
5.9,108,75.8,81.54,74.45,2,6,9.8,5.62,0,1,0,ECE,Placed,8.5
9.32,90,78.46,66.19,60.7,3,2,3.53,5.19,1,0,0,IT,Not Placed,
5.86,76,68.96,66.26,65.06,0,1,6.96,6.16,1,2,1,ECE,Placed,5.26
6.84,106,77.62,70.14,76.34,0,4,8.07,5.3,0,2,1,CSE,Not Placed,
6.83,93,71.77,80.76,67.66,2,2,6.13,5.96,0,0,0,CE,Placed,6.17
5.93,97,77.99,77.61,85.0,2,1,2.86,8.77,1,3,0,IT,Not Placed,
6.51,120,89.53,64.72,85.71,4,1,4.84,5.03,0,3,0,ECE,Placed,6.36
7.99,121,90.62,62.45,62.44,2,2,6.11,7.04,2,4,2,ECE,Placed,8.96
6.99,127,71.68,86.54,70.06,1,1,3.9,4.62,0,1,0,EE,Placed,5.66
5.13,89,87.94,67.51,87.31,0,1,5.21,5.99,0,0,0,CE,Not Placed,
7.09,125,91.0,75.7,63.61,2,2,10.0,6.38,0,1,8,CSE,Placed,10.56
6.53,94,67.69,89.35,66.29,0,1,6.98,7.16,0,2,0,ME,Not Placed,
4.32,113,87.2,52.98,89.51,1,2,3.98,8.7,1,3,0,IT,Not Placed,
7.16,94,74.69,74.96,72.47,2,3,3.16,7.08,1,1,0,CE,Not Placed,
6.7,104,83.29,98.75,93.5,1,4,4.11,4.58,0,1,0,ECE,Placed,6.14
5.9,89,73.12,67.27,65.41,0,2,6.2,6.69,0,0,0,CSE,Not Placed,
7.92,109,78.09,64.0,80.05,2,1,3.37,10.0,1,2,4,ME,Placed,4.34
7.92,81,91.05,76.75,83.05,1,0,4.12,6.83,3,0,0,ECE,Not Placed,
5.46,86,79.71,86.55,73.72,2,2,5.81,9.32,1,0,0,ME,Placed,6.09
5.0,93,82.35,73.62,79.47,0,4,6.3,5.26,1,1,0,IT,Not Placed,
8.03,89,75.56,76.03,57.52,2,2,5.47,3.28,0,2,1,ECE,Placed,5.76
8.09,117,68.8,81.36,64.33,0,2,5.63,5.88,1,3,0,IT,Placed,7.68
8.62,106,59.94,75.2,66.9,1,0,4.62,8.82,0,2,0,ECE,Placed,7.55
6.14,88,67.13,78.98,73.04,0,1,7.96,3.5,0,0,0,ECE,Not Placed,
7.9,89,78.24,69.65,59.02,4,3,5.02,4.78,2,1,0,ECE,Not Placed,
6.75,104,78.27,72.5,89.06,1,2,4.68,6.07,0,1,8,IT,Not Placed,
5.98,75,91.51,75.01,75.64,1,0,8.15,8.48,1,1,0,IT,Not Placed,
8.98,75,74.93,58.65,71.04,2,3,2.25,8.44,0,1,0,IT,Placed,6.13
6.14,88,83.95,71.26,76.34,0,3,5.56,6.58,1,0,0,CSE,Not Placed,
6.21,96,83.65,,85.6,1,0,5.45,6.44,2,1,0,CE,Not Placed,
7.04,108,82.45,78.1,77.63,1,0,5.79,4.73,0,0,0,IT,Not Placed,
6.32,102,73.88,53.43,75.64,2,0,6.65,8.8,0,2,0,ME,Placed,5.69
7.27,82,66.95,76.61,60.68,1,4,4.11,7.47,0,0,0,IT,Not Placed,
7.28,92,78.5,58.05,67.43,0,2,4.69,5.53,0,3,0,IT,Not Placed,
8.28,87,79.87,66.92,57.69,3,2,5.15,5.36,1,1,5,CSE,Placed,9.48
7.1,86,82.97,64.9,69.69,2,0,8.27,6.66,2,1,0,IT,Not Placed,
6.55,95,80.49,64.62,81.71,0,2,4.37,6.61,1,1,2,ECE,Not Placed,
8.37,97,81.8,69.36,71.68,1,6,5.31,8.29,0,0,0,CSE,Placed,8.11
6.51,95,73.22,64.7,83.74,0,3,3.37,4.7,0,0,0,CE,Not Placed,
4.99,102,93.38,65.21,62.19,0,2,5.4,2.46,0,0,0,IT,Not Placed,
6.88,100,93.2,57.97,75.79,1,3,6.8,6.12,0,0,0,ECE,Placed,6.21
6.55,115,64.23,69.37,71.39,1,2,7.39,3.57,1,0,0,IT,Not Placed,
5.6,113,67.16,83.23,66.52,2,8,9.7,4.52,4,0,9,CSE,Not Placed,
6.18,109,87.36,55.35,73.15,1,1,4.21,4.73,0,0,0,CSE,Not Placed,
6.52,94,88.79,66.94,74.15,2,4,4.85,9.88,1,3,0,IT,Not Placed,
8.01,100,68.23,65.22,73.65,0,0,3.89,6.34,1,2,0,CSE,Not Placed,
6.7,93,72.63,94.85,79.46,2,6,6.18,6.76,0,0,0,CSE,Placed,7.33
7.41,90,76.11,63.08,71.84,2,2,3.16,4.84,1,1,0,ECE,Not Placed,
6.97,104,79.21,90.08,73.57,4,1,7.02,4.97,0,1,0,CE,Placed,6.22
7.72,92,80.38,72.13,67.69,2,2,5.21,6.2,1,2,0,ME,Placed,4.52
7.98,101,75.0,62.72,77.59,5,1,4.7,4.56,1,1,0,CSE,Placed,7.94
7.75,95,70.13,46.22,58.93,0,2,5.58,5.61,0,1,0,ECE,Placed,6.06
7.39,124,88.1,87.77,66.07,2,2,5.35,8.11,0,1,0,ME,Placed,6.68
8.91,93,63.53,61.95,73.12,1,5,4.92,5.03,0,0,0,CSE,Placed,9.57
9.46,71,98.15,71.78,59.3,3,1,8.87,8.87,2,0,0,IT,Placed,9.38
7.52,102,94.97,67.92,62.45,1,1,6.85,7.91,1,1,0,CSE,Placed,7.32
7.72,93,67.77,79.1,57.53,0,2,6.81,10.0,0,3,0,EE,Placed,8.06
7.04,91,67.11,77.12,65.75,2,0,4.87,8.05,0,2,0,ECE,Not Placed,
5.55,88,86.47,63.56,59.61,0,3,8.41,3.27,0,1,0,ME,Not Placed,
7.51,84,77.9,84.59,69.81,2,2,7.81,7.43,1,2,0,ECE,Not Placed,
6.57,105,77.98,76.38,66.95,1,2,8.08,7.64,1,0,0,IT,Not Placed,
7.14,94,85.46,66.28,74.41,1,2,5.52,6.94,1,0,6,CSE,Not Placed,
7.32,101,77.19,72.47,71.14,1,3,3.44,7.22,0,2,19,ME,Placed,6.18
7.82,80,98.69,70.22,65.52,1,4,6.69,3.53,1,4,0,IT,Not Placed,
5.85,94,88.26,73.79,75.19,1,4,5.89,3.75,0,1,0,CSE,Not Placed,
7.06,97,65.62,67.52,72.27,1,2,6.41,5.75,1,0,0,CE,Not Placed,
9.26,99,72.33,69.33,77.98,1,1,5.94,6.64,0,0,0,CSE,Placed,8.68
7.29,105,92.87,72.58,74.05,1,1,7.98,7.44,1,0,0,IT,Not Placed,
6.79,90,90.24,70.37,82.18,2,4,5.1,7.05,2,2,0,CE,Placed,5.39
7.97,77,76.09,89.86,55.3,0,2,3.57,7.47,1,1,0,IT,Not Placed,
6.66,96,78.64,80.89,80.98,0,7,7.06,6.24,1,1,0,CSE,Placed,5.66
7.26,99,61.86,66.27,63.46,0,4,10.0,4.39,1,1,0,ME,Placed,6.43
7.46,110,84.97,56.99,69.01,1,5,3.01,5.77,0,3,0,EE,Placed,4.55
6.64,87,66.03,62.64,84.58,1,1,6.36,6.64,0,2,0,ECE,Not Placed,
6.9,72,95.32,94.36,74.64,0,4,5.22,4.76,0,0,16,IT,Not Placed,
8.31,95,88.86,80.81,76.9,4,4,2.52,6.54,0,0,0,ECE,Placed,7.63
8.7,97,80.32,90.29,73.45,1,3,3.11,3.64,1,1,0,ECE,Placed,6.35
5.87,105,97.98,78.98,75.22,4,4,6.95,6.75,0,0,0,ECE,Placed,5.61
6.6,80,80.21,67.82,76.58,2,2,3.28,5.44,0,1,0,IT,Not Placed,
6.94,70,70.51,60.59,74.73,1,1,5.71,3.15,1,1,0,IT,Not Placed,
8.18,101,71.12,67.38,67.94,2,1,5.85,5.59,0,0,2,IT,Placed,7.34
7.02,103,65.87,74.06,84.73,1,2,2.79,7.84,0,1,0,CSE,Not Placed,
7.48,102,83.5,72.59,66.64,0,2,3.59,9.22,1,0,0,IT,Not Placed,
7.89,95,80.68,62.92,74.02,0,4,5.84,6.82,1,4,2,CE,Not Placed,
8.33,113,96.08,52.9,64.57,1,1,8.87,9.01,0,0,0,IT,Placed,8.85
6.67,79,71.13,64.43,76.23,0,0,6.27,3.26,0,1,0,CE,Not Placed,
6.06,95,89.33,77.48,68.8,0,3,3.94,9.22,0,2,0,EE,Placed,4.41
5.86,110,53.0,,72.8,1,3,6.16,6.35,1,1,0,ECE,Placed,4.3
6.82,91,58.09,76.56,72.0,2,4,3.93,6.16,1,2,0,IT,Placed,5.06
7.26,118,75.86,83.31,62.58,0,0,6.61,2.95,0,0,0,CSE,Placed,5.82
8.73,119,84.9,78.52,81.6,2,4,3.13,5.78,1,0,0,IT,Placed,7.48
6.72,97,91.71,67.08,79.62,0,2,4.0,1.29,1,2,0,ECE,Not Placed,
5.37,70,95.58,64.62,81.47,0,3,6.19,5.38,1,1,13,CSE,Not Placed,
6.83,134,87.04,76.5,67.77,0,3,4.96,3.99,0,0,0,EE,Not Placed,
7.5,119,85.96,72.41,70.74,2,3,5.16,,1,1,0,ECE,Placed,6.45
7.89,99,59.79,78.71,68.41,0,0,9.2,3.2,1,1,10,ME,Not Placed,
6.38,114,76.47,63.91,66.99,2,5,4.37,6.84,0,1,0,ECE,Not Placed,
8.71,110,75.1,82.48,60.78,3,3,5.19,6.72,0,2,0,IT,Placed,6.82
8.4,79,84.42,83.36,76.45,1,3,4.41,7.18,0,2,2,ECE,Placed,7.49
8.72,132,80.06,83.45,77.27,0,0,3.65,5.47,1,1,9,CE,Not Placed,
5.81,99,70.8,69.33,75.78,0,7,4.85,6.81,2,0,0,CSE,Not Placed,
7.7,103,85.06,86.65,74.31,2,2,8.09,6.32,0,0,0,CE,Placed,7.74
6.01,106,66.12,82.24,83.15,1,4,3.93,5.14,1,0,0,IT,Placed,5.84
9.0,134,90.02,81.95,74.31,2,4,10.0,9.51,1,1,0,CSE,Placed,10.82
7.58,92,62.95,68.06,75.19,2,1,6.18,4.76,0,2,0,IT,Placed,8.5
6.74,121,72.38,77.87,70.35,0,1,4.67,7.77,0,3,0,EE,Not Placed,
6.8,93,87.08,78.79,73.91,0,2,9.14,7.07,0,0,0,EE,Not Placed,
7.81,125,83.91,72.42,69.64,1,3,7.4,9.95,2,2,0,IT,Placed,8.1
6.74,105,81.51,83.0,69.59,1,4,3.52,7.01,0,1,1,CE,Not Placed,
7.4,70,84.19,79.19,69.51,0,3,10.0,5.09,0,1,7,CSE,Placed,6.91
7.93,107,80.7,80.84,70.69,1,1,5.45,1.56,0,1,16,CSE,Not Placed,
5.09,84,76.75,72.26,66.6,1,5,6.46,4.37,0,1,0,CSE,Placed,3.87
5.49,85,82.87,75.03,74.09,0,3,6.6,8.84,0,0,0,IT,Not Placed,
9.56,124,61.98,83.37,62.27,3,2,8.45,3.95,0,2,0,IT,Placed,9.72
5.88,83,77.8,73.22,65.68,0,6,5.46,7.25,0,1,0,ECE,Not Placed,
6.72,130,73.95,57.65,52.32,3,6,8.05,4.61,1,2,0,IT,Not Placed,
6.59,90,96.36,72.84,76.15,1,0,4.71,5.09,0,1,0,IT,Not Placed,
7.73,100,83.91,87.83,77.73,1,3,3.75,5.42,0,0,0,ECE,Placed,7.79
4.97,111,74.58,52.17,76.67,0,4,6.63,7.35,0,0,0,ME,Not Placed,
6.18,100,95.11,82.59,61.71,3,1,5.02,5.65,0,0,0,EE,Not Placed,
7.61,93,84.85,77.48,77.59,0,4,4.15,4.9,1,0,0,CE,Not Placed,
6.58,94,77.83,73.9,73.59,0,3,3.63,7.14,2,0,0,IT,Not Placed,
7.47,104,55.98,81.89,67.78,1,1,4.66,3.51,1,0,0,CSE,Not Placed,
7.14,94,87.27,74.01,66.19,1,4,8.84,7.65,0,0,0,ME,Not Placed,
8.34,106,76.53,96.32,77.95,1,2,6.98,9.41,1,0,0,EE,Not Placed,
6.41,117,80.47,87.5,71.53,1,3,4.62,8.25,0,1,0,IT,Placed,5.12
4.63,113,84.17,78.43,55.16,0,3,9.53,3.51,0,0,8,IT,Not Placed,
6.09,85,83.05,65.02,66.61,0,5,2.63,5.54,2,4,1,ME,Not Placed,
6.3,90,70.54,69.6,70.57,1,1,6.58,2.56,1,4,0,IT,Not Placed,
8.22,108,74.19,90.7,69.72,2,2,3.16,4.33,0,1,0,IT,Placed,8.57
6.94,82,93.46,75.81,54.98,0,0,5.21,4.18,1,0,0,IT,Not Placed,
5.5,95,95.14,72.31,75.93,1,0,4.24,6.82,1,0,0,IT,Not Placed,
7.1,100,77.64,66.73,54.96,5,0,6.0,7.24,1,0,0,ECE,Placed,7.82
6.28,116,91.26,64.42,79.11,1,2,2.76,6.8,2,0,0,CE,Not Placed,
8.32,99,62.95,61.36,64.63,2,1,7.16,5.15,1,0,0,CSE,Placed,7.7
7.35,102,90.89,79.04,69.1,0,4,1.7,7.18,0,1,0,CE,Placed,2.76
7.26,93,64.55,69.87,74.93,0,0,7.02,5.76,0,2,7,ME,Not Placed,
7.01,86,85.11,69.1,68.9,0,4,6.95,4.76,1,0,24,ECE,Placed,5.76
6.39,107,77.52,49.64,89.38,2,1,5.93,4.9,1,1,0,ME,Not Placed,
7.01,114,88.48,76.77,75.45,1,4,5.58,7.11,0,1,0,CSE,Placed,8.11
5.74,97,74.46,83.15,71.38,2,2,5.89,5.93,0,0,0,CSE,Not Placed,
7.08,89,80.05,76.28,76.94,1,1,9.2,7.23,0,0,0,ME,Not Placed,
8.02,92,84.22,80.27,72.46,0,2,9.96,4.98,2,0,0,CSE,Not Placed,
7.25,88,55.21,49.89,83.18,1,4,7.46,5.48,0,0,0,IT,Placed,8.0
6.25,94,74.72,76.06,68.49,2,2,5.53,5.96,1,1,2,CE,Placed,4.18
5.07,123,64.9,69.37,68.25,1,4,3.51,4.39,0,0,0,IT,Not Placed,
6.66,121,89.34,82.17,74.05,0,2,6.29,9.25,1,5,0,ECE,Placed,7.93
6.59,125,78.12,83.08,74.79,2,3,4.97,8.39,1,2,0,CSE,Placed,6.64
6.52,112,70.12,62.61,69.29,1,2,4.4,4.42,1,1,0,ME,Not Placed,
6.78,102,64.61,64.19,80.02,1,1,4.91,5.78,1,1,8,CE,Not Placed,
7.32,93,64.53,84.11,66.73,0,2,6.27,5.72,0,1,1,IT,Not Placed,
6.78,118,91.79,85.67,53.84,2,1,8.65,8.8,2,0,0,EE,Not Placed,
8.45,122,66.32,54.54,85.75,1,2,7.62,8.35,1,1,1,IT,Placed,7.65
6.65,96,82.34,63.18,78.83,1,3,4.97,6.24,0,1,0,ME,Not Placed,
6.15,107,84.06,63.84,72.37,1,0,5.9,9.25,0,2,6,CSE,Not Placed,
7.17,104,90.87,77.48,68.75,1,0,6.54,4.72,0,1,0,ME,Not Placed,
7.01,101,61.15,73.68,88.12,3,4,7.09,6.6,1,3,2,IT,Placed,8.26
5.79,111,82.52,68.41,59.82,4,2,5.96,4.04,1,1,0,IT,Placed,6.54
6.05,104,79.8,79.62,70.58,1,5,6.54,5.32,0,0,0,CE,Placed,6.47
6.97,92,91.61,75.53,75.6,0,3,3.17,6.81,3,0,0,EE,Not Placed,
6.0,105,78.42,74.39,60.51,1,4,9.56,4.87,0,2,0,EE,Placed,5.81
6.9,114,71.42,70.84,78.56,0,4,8.05,4.41,0,3,0,EE,Placed,8.03
6.12,119,75.75,82.3,68.73,2,2,10.0,4.74,0,1,6,CE,Placed,8.16
7.71,117,78.08,82.92,63.33,1,3,2.71,6.44,1,0,0,ECE,Placed,4.91
6.72,96,73.67,69.42,85.43,1,2,6.95,4.03,1,0,0,IT,Not Placed,
7.67,82,69.81,63.46,66.35,1,3,2.53,6.9,0,0,0,IT,Placed,6.19
9.2,113,90.78,75.74,71.24,1,2,7.41,,0,2,0,CSE,Placed,9.82
7.62,114,87.18,77.63,70.43,1,4,7.82,7.83,1,1,0,CSE,Placed,8.64
7.27,101,74.84,74.66,80.54,1,2,5.93,6.23,0,2,0,ME,Placed,9.09
7.04,91,79.14,67.42,70.4,2,4,7.79,6.29,0,0,0,ME,Not Placed,
5.82,120,88.97,78.97,56.62,2,0,5.56,6.83,1,1,0,IT,Not Placed,
5.4,92,79.81,91.61,65.88,2,1,6.25,7.83,1,0,0,EE,Not Placed,
5.7,100,70.43,63.45,63.45,1,2,3.84,7.38,2,0,0,ECE,Not Placed,
8.25,117,79.94,83.24,80.15,1,1,8.33,7.34,1,1,0,CSE,Placed,9.09
6.54,121,86.1,69.64,79.72,1,5,7.31,6.26,1,3,0,CSE,Placed,7.36
7.55,100,60.08,68.77,76.96,2,1,3.79,7.17,0,1,0,CSE,Placed,6.95
6.8,106,88.54,68.67,48.45,0,2,4.49,3.57,1,0,0,IT,Not Placed,
8.39,89,87.24,86.93,65.95,1,0,7.48,7.47,0,1,0,CE,Not Placed,
8.14,112,75.98,78.3,73.82,3,4,7.48,5.27,0,0,3,CSE,Placed,9.49
6.89,97,83.37,66.58,57.31,1,3,2.43,3.15,2,5,0,ME,Not Placed,
6.02,101,85.53,71.3,84.83,0,3,6.49,,0,2,0,CSE,Not Placed,
7.43,110,67.33,61.76,69.46,4,4,5.22,4.39,1,1,0,EE,Placed,6.6
7.44,136,72.07,68.02,70.02,2,1,5.54,4.76,0,2,12,CSE,Not Placed,
9.98,100,73.15,74.17,77.06,0,3,3.99,3.39,0,1,0,IT,Placed,9.41
8.51,115,94.73,74.96,68.64,1,2,9.17,5.65,1,0,0,CSE,Placed,12.0
7.94,96,64.12,69.04,61.89,2,2,7.42,5.32,1,2,0,EE,Placed,8.69
7.53,102,86.56,93.25,76.46,2,1,10.0,5.67,2,2,0,CSE,Not Placed,
7.04,110,79.97,59.09,81.18,1,4,5.65,3.34,1,1,0,IT,Placed,5.3
7.61,114,79.33,58.9,68.71,2,3,1.52,6.52,2,1,0,ECE,Not Placed,
7.9,91,83.8,73.33,82.81,1,0,6.93,3.55,1,2,1,CSE,Not Placed,
5.91,97,96.05,69.96,73.96,2,0,5.21,4.68,0,1,0,ECE,Not Placed,
7.45,149,83.77,65.57,77.96,1,2,4.26,9.94,1,0,0,CSE,Not Placed,
5.83,103,71.84,69.62,74.83,0,3,3.63,7.25,0,2,0,IT,Not Placed,
8.7,85,95.78,90.12,60.1,1,8,5.21,6.27,1,0,2,IT,Placed,7.13
6.84,77,70.6,79.99,82.8,1,1,8.59,6.29,2,1,0,EE,Not Placed,
6.83,86,77.33,86.33,65.72,0,5,9.61,6.41,0,2,0,ECE,Not Placed,
8.22,85,74.26,73.71,65.89,0,0,2.16,8.78,0,2,0,CSE,Not Placed,
7.31,92,81.51,81.65,73.5,3,2,5.51,7.34,1,1,0,EE,Placed,7.95
6.82,101,95.73,88.7,70.02,2,2,8.77,6.44,1,1,0,EE,Not Placed,
6.77,111,76.51,68.64,61.5,1,1,5.24,4.48,0,1,0,ECE,Not Placed,
7.4,70,70.74,81.33,56.67,1,2,5.04,9.95,0,1,8,ECE,Placed,9.0
5.26,149,80.24,81.83,63.73,0,2,8.58,5.39,0,1,6,ME,Placed,4.56
6.97,113,75.95,96.87,81.87,3,3,5.86,6.82,0,1,0,EE,Placed,6.41
6.1,96,67.96,88.36,69.47,0,3,4.56,10.0,0,0,0,CSE,Placed,4.09
6.98,92,66.04,67.42,70.41,2,2,3.97,4.3,0,1,0,CSE,Not Placed,
9.51,89,85.62,80.44,70.49,1,2,5.91,7.85,2,4,0,IT,Not Placed,
7.37,95,85.07,75.66,80.13,1,1,4.96,5.57,1,0,0,CSE,Not Placed,
7.27,70,80.1,79.84,61.89,1,1,2.32,4.5,0,1,0,ECE,Placed,4.68
7.93,106,69.83,79.15,69.82,1,2,3.98,6.86,2,1,0,ECE,Not Placed,
5.49,84,87.62,86.25,81.79,1,5,6.26,7.27,0,0,1,CE,Not Placed,
9.14,105,76.41,75.97,67.1,0,7,6.07,4.47,1,1,0,EE,Placed,10.0
8.08,127,63.02,92.25,71.32,0,3,5.63,8.69,1,1,0,CE,Placed,5.51
7.5,104,85.24,73.25,67.87,1,1,5.39,6.15,1,0,0,CE,Not Placed,
8.3,100,90.02,81.86,71.84,2,5,6.83,6.21,1,1,0,IT,Not Placed,
5.31,90,92.57,85.37,66.08,2,2,3.94,2.36,1,0,0,ECE,Not Placed,
4.81,97,82.51,85.71,58.71,4,0,7.59,6.71,0,2,0,CSE,Not Placed,
5.28,99,72.51,88.97,71.82,2,3,10.0,5.18,0,0,0,ME,Not Placed,
8.01,101,71.74,74.54,57.39,1,4,7.52,4.17,2,2,0,IT,Placed,9.4
6.41,91,88.91,69.54,68.54,1,2,7.06,4.42,2,1,0,CSE,Not Placed,
6.51,113,73.8,60.71,73.28,0,3,5.69,5.94,0,1,0,ECE,Not Placed,
9.06,99,86.94,66.83,68.8,1,4,7.22,4.9,2,3,0,IT,Placed,7.3
8.63,81,74.54,59.0,76.51,0,1,8.26,4.6,0,1,0,EE,Placed,6.5
8.54,113,85.12,81.23,83.4,0,3,10.0,4.78,0,1,0,ME,Placed,9.5
4.0,99,85.67,70.49,75.79,3,2,5.86,9.58,1,1,0,IT,Not Placed,
6.19,90,92.27,90.86,75.39,2,2,9.38,4.91,1,2,0,ECE,Placed,5.31
5.43,91,77.39,82.81,65.64,3,1,5.83,6.1,1,2,0,ECE,Not Placed,
6.78,104,81.5,68.28,69.48,2,1,9.72,6.2,1,2,0,CSE,Placed,8.44
7.91,125,75.51,59.31,73.64,2,2,8.21,3.05,0,0,0,IT,Placed,9.59
7.06,117,63.72,83.46,81.46,2,1,7.84,8.32,1,1,1,IT,Placed,9.14
7.16,130,72.51,66.57,73.89,0,3,4.03,4.95,0,0,2,ME,Not Placed,
6.88,98,80.46,72.94,74.74,2,1,6.42,4.25,0,0,0,IT,Not Placed,
5.86,99,71.31,71.11,86.35,2,0,5.7,4.76,0,3,7,ME,Placed,5.93
4.44,82,82.23,90.78,64.27,2,4,6.9,5.4,0,2,0,EE,Not Placed,
7.27,73,67.92,70.28,70.26,0,2,2.63,5.57,1,3,7,ECE,Placed,5.07
6.65,116,63.78,68.65,79.72,1,4,0.0,3.63,1,0,0,ME,Not Placed,
7.91,81,82.71,73.17,76.37,0,2,9.03,9.01,0,1,0,ECE,Placed,7.09
